source_id;target_id;verified;title-title;artist-artist;album-album
2640;16904;false;0.4037315547466278;0.0;0.0
13951;4358;false;0.0;0.5845990180969238;0.0
643;2986;false;0.0;0.36314260959625244;0.0
15009;4583;false;0.43742868304252625;0.0;0.0
16922;11058;false;0.32521316409111023;0.0;0.0
17080;9375;false;0.0;0.34526485204696655;0.0
19372;9469;false;0.0;0.38315871357917786;0.0
2237;6804;false;0.3339129388332367;0.0;0.0
16491;4252;false;0.3009967505931854;0.0;0.0
2757;11572;false;0.0;0.0;0.30940186977386475
3192;1689;false;0.0;0.335011750459671;0.0
3687;6756;false;0.3467065989971161;0.0;0.0
7401;2898;false;0.4158896505832672;0.0;0.0
10207;6818;false;0.0;0.3002133071422577;0.0
4902;12022;false;0.0;0.3152223527431488;0.0
18594;8178;false;0.0;0.4011268615722656;0.0
1389;3253;false;0.0;0.5927355885505676;0.0
16369;7289;false;0.4252411425113678;0.0;0.0
2431;7134;false;0.0;0.5480167865753174;0.0
11800;2505;false;0.5394207239151001;0.0;0.0
7912;17067;false;0.0;1.0;0.0
7129;5661;false;0.4165326654911041;0.0;0.0
9901;17617;false;0.0;0.45562687516212463;0.0
17036;7050;false;0.0;0.40858912467956543;0.0
8033;16672;false;0.0;0.45549407601356506;0.0
16722;8385;false;0.33172178268432617;0.0;0.0
4330;12700;true;0.0;1.0;0.0
4504;5231;false;0.3231664299964905;0.0;0.0
1008;4838;false;0.0;1.0;0.0
6693;14085;false;0.0;0.5886005163192749;0.0
5920;4092;false;0.3267308473587036;0.0;0.0
13737;5829;false;0.0;1.0;0.0
299;3802;false;0.3142416477203369;0.0;0.0
10674;17299;false;0.3247624337673187;0.0;0.0
15595;14634;false;0.0;0.3160754442214966;0.0
10814;5680;false;0.0;0.4666505455970764;0.0
4038;17462;false;0.47078585624694824;0.0;0.0
7087;4353;false;0.4932357668876648;0.0;0.0
6369;1028;false;0.0;0.5014106035232544;0.0
18985;18262;false;0.0;0.43015700578689575;0.0
4892;14296;false;0.0;0.3333966135978699;0.0
2454;5350;false;0.42077895998954773;0.0;0.0
17594;6284;false;0.0;0.4221528470516205;0.0
12221;15150;false;0.40694260597229004;0.0;0.0
7928;11882;false;0.0;1.0;0.0
4983;15875;false;0.3663099408149719;0.0;0.0
2441;15253;false;0.0;1.0;0.0
12331;12794;false;0.0;0.5015479326248169;0.0
17261;5811;false;0.3197770416736603;0.0;0.0
5270;16760;true;0.693962574005127;1.0;0.0
14064;15960;false;0.0;0.393589586019516;0.0
5493;19301;false;1.0;0.0;0.0
12789;6598;false;0.0;0.3932252824306488;0.0
10302;9584;false;0.0;1.0;0.0
7750;10255;false;0.3250781297683716;0.0;0.0
15710;3688;false;0.4733453691005707;0.0;0.0
14070;10238;true;0.6189934611320496;0.9569349884986877;0.0
7345;15601;true;0.3723437190055847;0.0;0.0
12456;12486;true;0.3819427788257599;1.0;0.0
15762;2390;false;0.32554003596305847;0.0;0.0
2757;18138;false;0.3932095170021057;0.0;0.0
14725;19172;false;0.30862903594970703;0.0;0.0
2748;15172;false;0.3713291585445404;0.0;0.0
15945;12719;true;1.0;1.0;0.0
8120;13833;false;0.0;1.0;0.0
10574;18378;false;0.0;0.454387366771698;0.0
4696;9952;true;0.672171950340271;1.0;0.0
12659;3535;false;0.0;0.43367329239845276;0.0
8715;12814;false;0.4432390332221985;0.0;0.0
5839;5126;false;1.0;0.0;0.0
7401;17165;false;0.3319101631641388;0.0;0.0
3676;16221;false;0.0;0.3001790940761566;0.0
1200;13039;false;0.0;0.44761162996292114;0.0
224;14628;false;0.0;0.39722564816474915;0.0
7774;2382;true;0.7910407781600952;1.0;0.0
6433;10409;false;0.3197421729564667;0.0;0.0
6730;2234;false;0.0;0.340840607881546;0.0
14197;7315;true;0.8565714955329895;1.0;0.0
9139;3372;false;0.3027179539203644;0.0;0.0
15914;5415;false;0.0;0.6863269209861755;0.0
13014;6928;false;0.3883529603481293;0.0;0.0
9741;8589;false;0.0;1.0;0.0
16195;5437;false;0.3199063539505005;0.0;0.0
5640;17331;false;0.34999632835388184;0.0;0.0
4830;11045;false;0.34762048721313477;0.0;0.0
11931;6370;true;0.46742764115333557;1.0;0.0
2960;17299;false;0.32748496532440186;0.0;0.0
1420;12317;false;0.0;0.3277098834514618;0.0
8268;14368;false;0.0;0.32095155119895935;0.0
15964;13205;false;0.5627739429473877;0.0;0.0
21;15592;true;0.558810293674469;1.0;0.0
13723;12657;false;0.0;0.34276115894317627;0.0
6674;16668;false;0.0;0.49538156390190125;0.0
2756;1947;false;0.3575352728366852;0.0;0.0
11328;18801;false;0.0;0.0;0.6582345962524414
8065;6640;false;0.0;0.3317318856716156;0.0
10814;4769;false;0.0;0.31898659467697144;0.0
1389;13803;false;0.3073308765888214;0.0;0.0
7493;7368;false;0.0;0.3662540018558502;0.0
8056;15439;false;0.0;0.42346808314323425;0.0
16111;3068;false;0.0;1.0;0.0
6786;17714;false;0.0;0.39722564816474915;0.0
11068;4864;false;0.44706979393959045;0.0;0.0
14858;8406;false;0.394941508769989;0.0;0.0
14165;289;false;0.0;0.3366333246231079;0.0
12168;4096;false;0.369626522064209;0.0;0.0
947;7490;false;0.3470403850078583;0.0;0.0
11112;15150;false;0.3418219983577728;0.0;0.0
11439;13551;false;0.0;0.3116210103034973;0.0
11661;8113;false;0.3710927367210388;0.0;0.0
3011;6617;false;0.0;0.30531764030456543;0.0
9089;15592;false;0.3605678975582123;0.0;0.0
1257;4804;false;0.0;0.6710819602012634;0.0
2507;5541;false;0.31484919786453247;0.0;0.0
8583;754;false;0.5826183557510376;0.0;0.0
8089;1397;false;0.32587265968322754;0.0;0.0
8726;5548;false;0.3297955095767975;0.0;0.0
6873;6083;false;0.39950400590896606;0.0;0.0
11302;13063;false;0.39131301641464233;0.0;0.0
8465;18098;false;0.40774211287498474;0.0;0.0
15250;2302;false;0.5757784843444824;0.0;0.0
19139;4370;false;0.3291620910167694;0.0;0.0
2735;4535;false;0.33937761187553406;0.0;0.0
12632;4027;false;0.0;1.0;0.0
7347;904;false;0.0;0.7912212014198303;0.0
11771;2077;false;0.0;0.6082159876823425;0.0
12085;14458;false;0.37736526131629944;0.0;0.0
1935;8050;false;0.0;0.3733847141265869;0.0
17200;11491;false;0.0;0.3955417573451996;0.0
3377;15333;false;0.0;1.0;0.0
15964;5046;false;0.39314597845077515;0.0;0.0
15915;18885;false;0.0;1.0;0.0
19368;18320;false;0.0;0.3840896487236023;0.0
2794;10326;false;0.0;0.3838360607624054;0.0
8192;13697;false;0.3609117269515991;0.0;0.0
819;864;false;0.3103945851325989;0.0;0.0
6672;4624;false;0.3939666152000427;0.0;0.0
3183;7476;false;0.3462193012237549;0.0;0.0
5186;2898;false;0.3403266668319702;0.0;0.0
7912;5004;false;0.0;1.0;0.0
9418;19071;false;0.0;0.33012571930885315;0.0
12820;16744;false;0.37771162390708923;0.0;0.0
11531;17595;false;0.0;0.6425473690032959;0.0
9860;18816;false;0.4963766038417816;0.0;0.0
13415;8273;false;0.0;0.30363062024116516;0.0
1578;16267;false;0.0;0.5935009717941284;0.0
7099;15537;false;0.0;1.0;0.0
5166;10934;false;0.0;0.35869359970092773;0.0
3140;7981;false;0.0;0.3647553324699402;0.0
16125;3690;false;0.3793293833732605;0.0;0.0
12974;5359;false;0.32207590341567993;0.0;0.0
3899;18833;true;0.7165745496749878;1.0;0.0
13914;16744;false;0.37145790457725525;0.0;0.0
6372;11805;false;0.35745084285736084;0.0;0.0
4847;6774;false;0.680008590221405;0.0;0.0
10846;14247;false;0.43777212500572205;0.0;0.0
1852;18608;false;0.3287794888019562;0.0;0.0
12789;1397;false;0.41064053773880005;0.0;0.0
13944;2400;false;0.4843766987323761;0.0;0.0
13014;271;false;0.4294118583202362;0.0;0.0
12564;6180;false;0.5748594999313354;0.0;0.0
16714;12522;false;0.0;1.0;0.0
12827;4939;true;0.9837077856063843;1.0;1.0
18097;7488;false;0.0;0.0;0.35524043440818787
17574;12067;false;0.0;0.34508630633354187;0.0
18097;563;false;0.3154371976852417;0.0;0.0
13845;13803;false;0.3617686331272125;0.0;0.0
12117;16194;false;0.31299352645874023;0.0;0.0
463;5005;false;0.0;0.6047963500022888;0.0
16379;8913;false;0.0;0.4166838824748993;0.0
13074;14948;false;0.0;1.0;0.0
9066;15172;false;0.0;0.3279801309108734;0.0
15812;4937;false;0.5466378927230835;0.0;0.0
11380;6592;false;0.3823102116584778;0.0;0.0
18253;1370;false;1.0;0.0;0.0
13938;1570;false;0.3348231613636017;0.0;0.0
6825;5475;false;0.3641485869884491;0.0;0.0
4749;9861;false;0.0;0.633848249912262;0.0
18649;8459;false;0.0;0.3788501024246216;0.0
8740;9996;false;0.0;0.43270936608314514;0.0
2397;12232;false;0.0;0.9849026799201965;0.0
7547;3348;false;0.5134519338607788;0.0;0.0
10035;8160;false;0.7354152202606201;0.0;0.0
12221;12810;false;0.30339109897613525;0.0;0.0
7757;2821;false;0.34654736518859863;0.0;0.0
5015;16672;false;0.3389725685119629;0.0;0.0
1508;13039;false;0.0;0.44761162996292114;0.0
3638;8204;false;0.32105058431625366;0.0;0.0
9454;3170;false;0.0;0.6247142553329468;0.0
16922;9662;false;0.31392383575439453;0.0;0.0
1087;705;false;0.38240882754325867;0.0;0.0
8437;12944;false;0.4579108655452728;0.0;0.0
4189;16668;false;0.0;0.39473727345466614;0.0
2630;12475;false;0.363811731338501;0.0;0.0
12852;12863;false;0.3078891336917877;1.0;0.0
16956;13394;false;0.0;0.0;1.0
4580;15630;false;0.44525977969169617;0.0;0.0
8465;2078;false;0.0;0.333575963973999;0.0
3445;5167;false;0.4325354993343353;0.0;0.0
12852;16240;false;0.0;0.3369162380695343;0.0
12514;2986;false;0.0;0.39848843216896057;0.0
3639;7874;false;0.3091038763523102;0.0;0.0
502;14540;false;0.3415963053703308;0.0;0.0
6084;16758;false;0.3305467367172241;0.0;0.0
